Comente,texto_final,sentimento_bert
@nubank e aí @nubank cadê meu dinheiro? Vamos ter que resolver isso na justiça?,nubank nubank cadê meu dinheiro vamos ter que resolver isso justiça,Neutral
@bea.asasdopassaro,beaasasdopassaro,Neutral
"@nubank mas ja passaram 10 vezes pro time especialista , sempre a mesma coisa . Me mandam o id de transferência recebida . Eu vou responder sim na DM , mas é a última vez que tento resolver com vocês . Estou com tudo pronto pra mover a ação , não tenho mais saúde pra isso não .",nubank mas passaram vezes pro time especialista sempre mesma coisa mandam transferência recebida vou responder sim mas última vez que tento resolver com vocês estou com tudo pronto pra mover ação não tenho mais saúde pra isso não,Neutral
@gostoxitacoxinha faça isso antes de se arrepender ou ser lesado como estou sendo !!! R$1400 que ninguém explica onde foi parar !!!,gostoxitacoxinha faça isso antes arrepender ser lesado como estou sendo  r1400 que ninguém explica onde foi parar ,Neutral
Meu cartão brogueada com meu dinheiro,meu cartão brogueada com meu dinheiro,Neutral
Tá saindo uma notícia que sistema vai para de funcionar é verdade?,saindo uma notícia que sistema vai para funcionar verdade,Neutral
@dimaslucio91 sim tá tudo certinho 🥺,dimaslucio91 sim tudo certinho,Neutral
"Estou do lado da força que acha que esse “banco” deveria fechar de uma vez ao em vez de enganar as pessoas, bloquear o dinheiro delas e não devolver. Absurdo!!!!",estou lado força que acha que esse banco deveria fechar uma vez vez enganar pessoas bloquear dinheiro delas não devolver absurdo,Neutral
@nubank vão devolver os juros das minhas contas atrasadas tbm?,nubank vão devolver juros das minhas contas atrasadas tbm,Neutral
Eu estou do lado do povo !,estou lado povo,Neutral
@nubank se Campos neto for contrato....preparem-sr pra debandada de clientes,nubank campos neto for contratopreparemsr pra debandada clientes,Neutral
Juros altíssimo para empréstimos,juros altíssimo para empréstimos,Neutral
"Cuide do seu dinheiro, aos poucos eles roubam seu dinheiro. CUIDADO, É GOLPE. JÁ PERDI MILHARES DE DÓLARES COM ELES!",cuide seu dinheiro aos poucos eles roubam seu dinheiro cuidado golpe perdi milhares dólares com eles,Neutral
@nubank fiz e me arrependi vou pagar o triplo,nubank fiz arrependi vou pagar triplo,Neutral
"@nubank 10 dias úteis? Pra mim vocês deram 7, e se até esse prazo o meu dinheiro também não estiver em conta irei entrar em contato no procom e podem aguardar o processo. É uma falta de respeito gigantesca com a gente isso.",nubank dias úteis pra mim vocês deram até esse prazo meu dinheiro também não estiver conta irei entrar contato procom podem aguardar processo uma falta respeito gigantesca com gente isso,Neutral
@kel.will97 tinham me dado 5 dias corridos.. graças a Deus ontem consegui. Já excluiu até o app depois de todo transtorno.,kelwill97 tinham dado dias corridos graças deus ontem consegui excluiu até app depois todo transtorno,Neutral
"Campos Neto, que horror!!!!, vamos correr pra tirar nosso dinheiro antes que ele faça com o banco o que fez com o banco central",campos neto que horror vamos correr pra tirar nosso dinheiro antes que ele faça com banco que fez com banco central,Neutral
Do lado que não tem o Campos Neto.,lado que não tem campos neto,Neutral
Tirem o dinheiro de vocês da @nubank eles bloqueiam do nada!!!!!!!,tirem dinheiro vocês nubank eles bloqueiam nada,Neutral
Acabando com minha conta agora. Campos Neto não dá,acabando com minha conta agora campos neto não,Neutral
"Poderiam postar um story alertando de golpes que estão ocorrendo com o nome de vocês. Hoje eu cai num golpe e tô puto pra crlh. E tem um monte de gente que caiu também.  Somos clientes então por respeito aos clientes de vocês, deveriam fazer esse alerta diariamente para pessoas como eu, não caírem mais em golpes",poderiam postar story alertando golpes que estão ocorrendo com nome vocês hoje cai num golpe puto pra crlh tem monte gente que caiu também somos clientes então por respeito aos clientes vocês deveriam fazer esse alerta diariamente para pessoas como eu não caírem mais golpes,Neutral
O lado de vcs ta bem claro com o Campos Neto 🤥,lado vcs bem claro com campos neto,Neutral
"Sempre utilizei o banco Nubank e nunca tive problemas. Pessoa física e jurídica. Infelizmente por conta de alguns fornecedores não consegui pagar minha conta com o branco e não estou nada satisfeita com tudo o que estou vivendo. Detesto falar com robô, gosto de falar com ser humano.",sempre utilizei banco nubank nunca tive problemas pessoa física jurídica infelizmente por conta alguns fornecedores não consegui pagar minha conta com branco não estou nada satisfeita com tudo que estou vivendo detesto falar com robô gosto falar com ser humano,Neutral
Tudo vai depender se você trouxer o BTS p Brasil 😂💜,tudo vai depender você trouxer bts brasil,Neutral
Devolvam meus 7mil @nubank @bancocentraldobrasil,devolvam meus 7mil nubank bancocentraldobrasil,Neutral
Como gente tem conta como vai ficar?,como gente tem conta como vai ficar,Neutral
Vcs vao mudar nome?,vcs vao mudar nome,Neutral
"@nubank Já foi resolvido, obrigada.",nubank foi resolvido obrigada,Neutral
"@denerdickson eu tenho um curso que ensino a obter cartões, aumentar limite e etc. No meu canal do YouTube, eu faço cálculos, mostrando acúmulo de pontos e milhas. Inclusive, eu gravei um vídeo falando do Ultravioleta.",denerdickson tenho curso que ensino obter cartões aumentar limite etc meu canal youtube faço cálculos mostrando acúmulo pontos milhas inclusive gravei vídeo falando ultravioleta,Neutral
Se forem trocar de nome eu aconselho Nu pay💜🙌,forem trocar nome aconselho pay,Neutral
Tem algum risco de vcs sair do ar mesmo? Ou e só fake,tem algum risco vcs sair mesmo fake,Neutral
"TB queria saber ,acabei de vê uma postagem sobre!",queria saber acabei uma postagem sobre,Neutral
Sim! Meu Nu ou NUBANK estou contigo de qualquer maneira 💜❤️💜 Love Love Love Tu Nu!👏🏻💜👏🏻💜👏🏻💜👏🏻,sim meu nubank estou contigo qualquer maneira love love love nu,Positive
"💜❤️💜Ele já é Nu para mim faz tempo, e continua com orgulho Meu bank. Nada irá mudar, continuará  Rico, Poderoso e InovadorNé, Nu 😘! Os outros , são os outros que não criam e tudo copiam do Nu 💜💖💜😂😘",ele para mim faz tempo continua com orgulho meu bank nada irá mudar continuará rico poderoso inovadorné outros são outros que não criam tudo copiam,Neutral
"Estou com medo disso, sempre guardo dinheiro lá, amo meu limite de crédito que sempre vem aumentando. Mas se ele sumir oque acontece. 😰",estou com medo disso sempre guardo dinheiro lá amo meu limite crédito que sempre vem aumentando mas ele sumir oque acontece,Neutral
"@tallezito a cada 3 meses eles aumenta meu crédito, movimento muito a conta, meu limite de 50 reias em quase 2 anos já está quase em 6 mil. Movimente!",tallezito cada meses eles aumenta meu crédito movimento muito conta meu limite reias quase anos está quase mil movimente,Neutral
@rosicler_santana 💜💖💜Contigo e Equilibrada!🫶🏻,rosicler santana contigo equilibrada,Neutral
"tomara, acabaram de bloquear minha conta indevidamente e ainda por cima não me deixa fazer nenhuma tipo de transferência, safadeza total.",tomara acabaram bloquear minha conta indevidamente ainda por cima não deixa fazer nenhuma tipo transferência safadeza total,Neutral
"@prisilvaoficiall 3 anos que eu deixava a minha conta movimentada e nada de aumento, nem nome sujo eu tenho e olha que não era pouca coisa.",prisilvaoficiall anos que deixava minha conta movimentada nada aumento nem nome sujo tenho olha que não era pouca coisa,Neutral
"Vocês cancelaram minha conta e não me deram uma um motivo até o momento e não devolve o meu dinheiro , já  mandei minha conta para o estorno e não resolve , ligo e não resolve , sempre uma desculpa que deu erro 
Isso é um absurdo, QUERO O MEU DINHEIRO",vocês cancelaram minha conta não deram uma motivo até momento não devolve meu dinheiro mandei minha conta para estorno não resolve ligo não resolve sempre uma desculpa que deu erro isso absurdo quero meu dinheiro,Neutral
@nubank 🤝,nubank,Neutral
"Já clicou em ""saldo em conta""? Lá vai aparecer a opção depositar. Em seguida, na parte debaixo tem ""mais opções"" e depósito em dinheiro.",clicou saldo conta vai aparecer opção depositar seguida parte debaixo tem mais opções depósito dinheiro,Neutral
@nubank 💜💖💜,nubank,Neutral
"Com um problema enorme que vocês não conseguem solucionar !!! Recebi uma transferência no valor de R$1400 no dia 16/04/2025 , e a mesma entrou em análise . Algumas horas depois vocês efetuaram a devolução do valor e bloquearam a minha conta ! O remetente da transação , GW soluções financeiras Ltda , alega não ter recebido o valor de volta e pediu pra que eu enviasse o voucher com os detalhes da transação de devolução , sendo eles : data e hora , id de devolução , e valor da devolução ! Pedi por várias vezes para o nubank os detalhes e até hoje ainda não fui atendido . Pedi por e-mail... Abri um chamado no reclame aqui ... E me forneceram o id da transação recebida ... Que não serve para eu poder reaver o valor junto a empresa responsável pelo depósito !!! Eu peço encarecidamente que resolvam este problema ... Caso contrário , entrarei com uma ação no procom ... Com todos os prints e provas de que o dinheiro não foi devolvido , e que o banco Nubank está se negando a enviar o voucher com os detalhes desta transação , impedindo com que identificamos se realmente o dinheiro foi devolvido para o destino informado !",com problema enorme que vocês não conseguem solucionar  recebi uma transferência valor r1400 dia 16042025 mesma entrou análise algumas horas depois vocês efetuaram devolução valor bloquearam minha conta remetente transação soluções financeiras ltda alega não ter recebido valor volta pediu pra que enviasse voucher com detalhes transação devolução sendo eles data hora devolução valor devolução pedi por várias vezes para nubank detalhes até hoje ainda não fui atendido pedi por email abri chamado reclame aqui  forneceram transação recebida  que não serve para poder reaver valor junto empresa responsável pelo depósito  peço encarecidamente que resolvam este problema  caso contrário entrarei com uma ação procom  com todos prints provas que dinheiro não foi devolvido que banco nubank está negando enviar voucher com detalhes desta transação impedindo com que identificamos realmente dinheiro foi devolvido para destino informado,Neutral
"@francisco.adv.pereira notificaram pelo email, eu não vi, já mandei os dados e até agora não me deram nenhum retorno.",franciscoadvpereira notificaram pelo email não vi mandei dados até agora não deram nenhum retorno,Neutral
"Amei todas as imagens com descrição... #PraCegoVer Parabens Nubank. Por isso nós cegos, gostamos tanto de ser #SerNu",amei todas imagens com descrição pracegover parabens nubank por isso nós cegos gostamos tanto ser sernu,Neutral
@nubank 💜,nubank,Neutral
Minha caixinha nubank parou de atualizar,minha caixinha nubank parou atualizar,Neutral
@dimaslucio91 eu tentei não aparace nada de depósito 😢,dimaslucio91 tentei não aparace nada depósito,Neutral
"@jakeline_alvees caraca, que situação complicada heim, pelo jeito já vou ter que trocar de banco! Com medo que possa acontecer isso comigo.",jakeline alvees caraca que situação complicada heim pelo jeito vou ter que trocar banco com medo que possa acontecer isso comigo,Neutral
"@magrellocaua é tanta reclamação aqui, que já quero trocar de banco! Deus me livre",magrellocaua tanta reclamação aqui que quero trocar banco deus livre,Neutral
Pior banco digital. Cancelei meu cartão de crédito e logo vou cancelar a conta também. Estou só esperando terminar de pagar o que resta nele,pior banco digital cancelei meu cartão crédito logo vou cancelar conta também estou esperando terminar pagar que resta nele,Neutral
"Nossa que porcaria, não aparece as informações do cartão de crédito",nossa que porcaria não aparece informações cartão crédito,Neutral
@thiago_pinto88 o meu tá ruim tbm não aparece as informações do cartão de crédito,thiago pinto88 meu ruim tbm não aparece informações cartão crédito,Neutral
"@nubank o que adianta, vai mudar alguma coisa? Era cliente Nubank a quase 10 anos e meu limite estabilizou. Então preferi seguir com a conta de um banco tradicional mesmo",nubank que adianta vai mudar alguma coisa era cliente nubank quase anos meu limite estabilizou então preferi seguir com conta banco tradicional mesmo,Neutral
"Eu desanimei com a nubank, a instituição é pessima é muita coisa... estou esperando só resolver umas coisas e vou excluir a minha conta!",desanimei com nubank instituição pessima muita coisa estou esperando resolver umas coisas vou excluir minha conta,Neutral
"@nathiyy o meu continua ruim.Ligo e dizem que o problema é no meu celular, o qual sempre usei o app",nathiyy meu continua ruimligo dizem que problema meu celular qual sempre usei app,Neutral
Alguém aí tá com defeito com o cartão de crédito?  Não tá aparecendo o valor pra pagar,alguém com defeito com cartão crédito não aparecendo valor pra pagar,Neutral
"@nubank o pobrema é no aplicativo mesmo! O erro está do mesmo jeito com outras pessoas,e já está na última versão! Não vou passar minhas informações bancarias por ligações",nubank pobrema aplicativo mesmo erro está mesmo jeito com outras pessoase está última versão não vou passar minhas informações bancarias por ligações,Neutral
Quero pagar minha fatura e não consigo só dá erro,quero pagar minha fatura não consigo erro,Neutral
Não é só vc q está com esse problema,não está com esse problema,Neutral
"Não consigo pagar a fatura do cartão, sempre aparece não conseguimos carregar suas opções de pagamento",não consigo pagar fatura cartão sempre aparece não conseguimos carregar suas opções pagamento,Neutral
"@jose_eduardo578 Cara, estou com mesmo problema, não aparece o Valor.",jose eduardo578 cara estou com mesmo problema não aparece valor,Neutral
"@gil_costa87 aparece escrito "" tivemos um pobrema para carregar as informações do seu cartão?",gil costa87 aparece escrito tivemos pobrema para carregar informações seu cartão,Neutral
por que o cartão não está funcionando? quando vão resolver a situação?,por que cartão não está funcionando quando vão resolver situação,Neutral
"@jose_eduardo578 sim, aqui tá igual",jose eduardo578 sim aqui igual,Neutral
Os valores do meu cartão não estão aparecendo no app,valores meu cartão não estão aparecendo app,Neutral
"@nubank certo irei fazer, mais isso não está acontecendo somente no meu, está acontecendo com outras pessoas também, resolvam isso",nubank certo irei fazer mais isso não está acontecendo somente meu está acontecendo com outras pessoas também resolvam isso,Neutral
"Nubank libera meu dinheiro!!! Um absurdo bloquearem minha conta, já fiz tudo o que foi pedido por vocês, nem por chat e nem por telefone conseguem me auxiliar, apenas por email e é uma demora absurda!!!!",nubank libera meu dinheiro absurdo bloquearem minha conta fiz tudo que foi pedido por vocês nem por chat nem por telefone conseguem auxiliar apenas por email uma demora absurda,Neutral
@nubank não recebi email fom o prazo!,nubank não recebi email fom prazo,Neutral
"@jose_eduardo578 pra mim também não está aparecendo. Está dando erro para carregar as informações e o próprio app sugerindo problemas na internet, mas a minha internet está funcionando normalmente!  É o app que está com problema.",jose eduardo578 pra mim também não está aparecendo está dando erro para carregar informações próprio app sugerindo problemas internet mas minha internet está funcionando normalmente app que está com problema,Neutral
@jose_eduardo578 sim,jose eduardo578 sim,Neutral
Não consigo fazer Pix no cartão de crédito! O que está havendo?,não consigo fazer pix cartão crédito que está havendo,Neutral
"@nubank não é a internet, é o aplicativo de vocês!!!!",nubank não internet aplicativo vocês,Neutral
@nubank não é isso nubank. O problema é no app,nubank não isso nubank problema app,Neutral
"@jose_eduardo578 estou com o mesmo problema, fiz o pagamento da fatura e agora não consigo constar mais nada está dando erro",jose eduardo578 estou com mesmo problema fiz pagamento fatura agora não consigo constar mais nada está dando erro,Neutral
"@nubank está atualizado até pq eu não deixo o app no celular, eu baixo sempre que preciso e o problema é o aplicativo",nubank está atualizado até não deixo app celular baixo sempre que preciso problema aplicativo,Neutral
Melhor banco 🏦🏦🏦 do Brasil.,melhor banco brasil,Neutral
@nubank Mas eu tenho saldo pra fazer! Não é esse o problema!,nubank mas tenho saldo pra fazer não esse problema,Neutral
💜💜💜,nan,Neutral
@nubank então oriente sua equipe porque eles só dizem que o problema é da nossa internet,nubank então oriente sua equipe porque eles dizem que problema nossa internet,Neutral
💜💜,nan,Neutral
"Campos Neto ? Como assim nubank ? Poxa, comecei a pensar na possibilidade de mudar de banco ✌🏼",campos neto como assim nubank poxa comecei pensar possibilidade mudar banco,Neutral
@nalvastss e ai? Vc recebeu de volta?,nalvastss ai recebeu volta,Neutral
@suuh_24k2 eles devolveram seu dinheiro??,suuh 24k2 eles devolveram seu dinheiro,Neutral
@_thatinhaaa eles devolveram seu dinheiro?, thatinhaaa eles devolveram seu dinheiro,Neutral
"@janainaadoceria aconteceu isso comigo na sexta feira! mandei mensagem no chat e nd!! segunda feira 19:00 da noite me enviaram um email pedindo os dados e falaram que cancelaram e era irreversível, porém tinha até 7 dias AINDA pra devolver! hj dia 07/05 ainda não me devolveram! to vivendo de miséria de ajuda dos outros. pq tenho dinheiro em conta mais a Nubank o melhor banco de todos bloqueiou sem nenhum motivo !",janainaadoceria aconteceu isso comigo sexta feira mandei mensagem chat nd segunda feira 1900 noite enviaram email pedindo dados falaram que cancelaram era irreversível porém tinha até dias ainda pra devolver dia 0705 ainda não devolveram vivendo miséria ajuda dos outros tenho dinheiro conta mais nubank melhor banco todos bloqueiou sem nenhum motivo,Neutral
Mim tira uma dúvida?,mim tira uma dúvida,Neutral
"@nubank tá ok, problema já foi resolvido!",nubank ok problema foi resolvido,Neutral
"Campos Neto? Sério, Nubank? É de lascar... 🤦🏽‍♀️",campos neto sério nubank lascar,Neutral
@beatriz_rodrigues.23 @nubank não!!! Esqueça,beatriz rodrigues23 nubank não esqueça,Neutral
"@janainaadoceria  ELES bloquearam meu dinheiro 02/05, e devolveram hj 07/05!! amém 🙏🏻",janainaadoceria eles bloquearam meu dinheiro 0205 devolveram 0705 amém,Neutral
"ELES bloquearam meu dinheiro 02/05, e devolveram hj 07/05!! amém 🙏🏻",eles bloquearam meu dinheiro 0205 devolveram 0705 amém,Neutral
@nalvastss oi e aí eles pagaram to preocupada já não recebi retorno nenhum,nalvastss eles pagaram preocupada não recebi retorno nenhum,Neutral
@jakeline_alvees você conseguiu sua conta de volta? Ou eles te baniram de ter uma conta Nubank?,jakeline alvees você conseguiu sua conta volta eles baniram ter uma conta nubank,Neutral
"eles devolveram meu dinheiro hoje!  consegui somente o dinheiro, a conta não. 
mais tbm depois dessa eu que não queria mais!",eles devolveram meu dinheiro hoje consegui somente dinheiro conta não mais tbm depois dessa que não queria mais,Neutral
@jakeline_alvees depois de quantos dias eles pediram a conta para reembolso? O meu bloqueio e cancelou hoje de manhã com valor em conta,jakeline alvees depois quantos dias eles pediram conta para reembolso meu bloqueio cancelou hoje manhã com valor conta,Neutral
"@nubank claro Nubank , as contas espera o prazo também ? As pessoas cobrando esperam também ? Decepcionada com esse banco bloqueia e cancela dinheiro do trabalhador brasileiro , aí quando fazem golpe com nossos dados não bloqueiam nada",nubank claro nubank contas espera prazo também pessoas cobrando esperam também decepcionada com esse banco bloqueia cancela dinheiro trabalhador brasileiro quando fazem golpe com nossos dados não bloqueiam nada,Neutral
@,nan,Neutral
"não auxiliam mesmo! tem uma empresa, a @unicainstancia , q tem ajudado diversos clientes com problemas com a nubank, dá uma olhada no site deles pq pode ser q sirva pra vc tbm",não auxiliam mesmo tem uma empresa unicainstancia tem ajudado diversos clientes com problemas com nubank uma olhada site deles pode ser sirva pra tbm,Neutral
@nubank estou aguardando uma resposta de vocês @nubank,nubank estou aguardando uma resposta vocês nubank,Neutral
@stellaamandalira nao recebi,stellaamandalira nao recebi,Neutral
Nao recebi,nao recebi,Neutral
"Hoje 23:51 hrs do dia 7, e não devolveram o meu dinheiro, desde do dia 22 de abril esperando...hoje liguei na oividoria falarma pra esperar até dia 9...só piora.",hoje 2351 hrs dia não devolveram meu dinheiro desde dia abril esperandohoje liguei oividoria falarma pra esperar até dia 9só piora,Neutral
"ACHEI QUE ERA SO COMIGO E PERCEBI QUE NAO, VOCES SIMPLESMENTE BLOQUEARAM A MINHA CONTA, LEVEI SABE QUANTOS DIAS PARA ARRECADAR DINHEIRO DA SAUDE DA MINHA BEBE COM BRONQUIOLITE?? SABE OQUE TA ACONTECENDO CM MINHA BEBE, APOS EU CONSEGUIR O DINHEIRO VOCÊS BLOQUEARAM A CONTA E SO MANDA EMAIL EMAIL E NADA, MAIS SO VOU DEIXA UM RECADO EU TINHA ATE AS 7 DA MANHA DE HOJE PRA MANDA DINHEIRO E A VIDA DA MINHA BEBE E A SAUDE DELA EM JOGO MAIS PODE TER CERTEZA QUE O PROCESSO VAI TER !!! ORE PRA QUE NADA ACONTECA PORQUE EU LUTEI CHOREI SO EU SEI OQUE PASSEI PRA CONSEGUIR O DINHEIRO PORQUE O SUS E DIFICIL , ORE ! PORQUE E UMA BEBE ELA TEM 1 ANOOOOO , E VOCES SIMPLESMENTE BLOQUEARAM E ATE AGORA NADA MAIS PODE TER CTZAAAA QUE O PROCESSO VEM, E A SAUDE E A VIDA DELA EM JOGO !!!!!! CURTEM E REPOSTEM ISSO PORQUE O NUBANK COLOCO MAIS EM RISCO A VIDA DA MINHA BEBE DO QUE JA TA!!!!!!",achei que era comigo percebi que nao voces simplesmente bloquearam minha conta levei sabe quantos dias para arrecadar dinheiro saude minha bebe com bronquiolite sabe oque acontecendo minha bebe apos conseguir dinheiro vocês bloquearam conta manda email email nada mais vou deixa recado tinha ate manha hoje pra manda dinheiro vida minha bebe saude dela jogo mais pode ter certeza que processo vai ter  ore pra que nada aconteca porque lutei chorei sei oque passei pra conseguir dinheiro porque sus dificil ore porque uma bebe ela tem anooooo voces simplesmente bloquearam ate agora nada mais pode ter ctzaaaa que processo vem saude vida dela jogo  curtem repostem isso porque nubank coloco mais risco vida minha bebe que ta,Neutral
@henrypro77 eles colocaram a vida d minha bebê em jogo cm bronquiolite arrecade dinheiro e quando consegui bloquearam e a vida dela a saúde dela em jogo ela é uma bebê de 1 anooo,henrypro77 eles colocaram vida minha bebê jogo bronquiolite arrecade dinheiro quando consegui bloquearam vida dela saúde dela jogo ela uma bebê anooo,Neutral
@nubank estou aguardando uma resposta vocês pararam de responder 😢,nubank estou aguardando uma resposta vocês pararam responder,Neutral
"A experiência do Pix está horrível, notei que tem uma etapa à mais, não gostei!",experiência pix está horrível notei que tem uma etapa mais não gostei,Neutral
"@nubank sim, mas eu informei que cheguei até um parte do empréstimo porém na hora gerar o contrato deu erro, vocês estão informando que não confirmei vou procurar um advogado ou alguém que possa me ajudar estou pagando um de mais de 400 por algo que não utilizei!",nubank sim mas informei que cheguei até parte empréstimo porém hora gerar contrato deu erro vocês estão informando que não confirmei vou procurar advogado alguém que possa ajudar estou pagando mais 400 por algo que não utilizei,Neutral
"@nubank nenhum responsável consegue me ligar pra responder entender o meu problema, é a última vez que tento com vocês se não prefiro procurar a justiça é muita pilantragem e safadeza de vocês, como tiver que pegar dinheiro em outra instituição por algo que nem usei vou vou ter que pagar por mais de 400 juros estão de safadeza @nubank",nubank nenhum responsável consegue ligar pra responder entender meu problema última vez que tento com vocês não prefiro procurar justiça muita pilantragem safadeza vocês como tiver que pegar dinheiro outra instituição por algo que nem usei vou vou ter que pagar por mais 400 juros estão safadeza nubank,Neutral
@nubank hj fechou 3 dias seguimos sem nenhum retorno,nubank fechou dias seguimos sem nenhum retorno,Neutral
@nubank não chegou nada em absolutamente lugar nenhu,nubank não chegou nada absolutamente lugar nenhu,Neutral
Quando vão abrir uma agência? Ja imagino tudo roxo 🟣💜,quando vão abrir uma agência imagino tudo roxo,Neutral
"@myrelelps eles devolveram para empresa que trabalho o dinheiro, mas ainda tem coisa lá, mas eles simplesmente sem nenhuma justificativa cancelaram minha conta",myrelelps eles devolveram para empresa que trabalho dinheiro mas ainda tem coisa lá mas eles simplesmente sem nenhuma justificativa cancelaram minha conta,Neutral
"@nubank ótimo liguei aí falaram que estão tratando caso me respondi o e-mail explicando o ocorrido e ressaltando algumas atualizações,...",nubank ótimo liguei falaram que estão tratando caso respondi email explicando ocorrido ressaltando algumas atualizações,Neutral
Gente essa versão nova está horrível!!!! Eu fiz um pix e simplesmente não acho o comprovante nessa versão do app!!!! Horriveeel!!!!,gente essa versão nova está horrível fiz pix simplesmente não acho comprovante nessa versão app horriveeel,Negative
Devolvam meus 7mil @nubank @bancocentraldobrasil,devolvam meus 7mil nubank bancocentraldobrasil,Neutral
A minha conta também cancelada,minha conta também cancelada,Negative
Deixei msg no privado 👍,deixei msg privado,Neutral
"Entre com processo, meu rei. São sem vergonha",entre com processo meu rei são sem vergonha,Neutral
"@janainaadoceria processo neles, são uns sem vergonhas, nem estão disfarçando mais",janainaadoceria processo neles são uns sem vergonhas nem estão disfarçando mais,Neutral
Nubank vai mudar de nome?,nubank vai mudar nome,Neutral
@janainaadoceria eles nem disfarçam mais! Fechem logo esse projeto de banco!,janainaadoceria eles nem disfarçam mais fechem logo esse projeto banco,Neutral
"@janainaadoceria rapaz, deixar o trabalhador brasileiro sem dinheiro sem explicação e esperando 10 dias pra poder comer é desumano! @proconsp @bancocentraldobrasil @fgc_br @reclameaqui",janainaadoceria rapaz deixar trabalhador brasileiro sem dinheiro sem explicação esperando dias pra poder comer desumano proconsp bancocentraldobrasil fgc br reclameaqui,Neutral
"@janainaadoceria tome vergonha na cara, Nubank!! Devolvam o dinheiro de quem trabalha honestamente!!! Olha a crise em que estamos!! As pessoas vão passar fome por causa de um “caso isolado” interno de vocês! Que vergonha!",janainaadoceria tome vergonha cara nubank devolvam dinheiro quem trabalha honestamente olha crise que estamos pessoas vão passar fome por causa caso isolado interno vocês que vergonha,Neutral
@janainaadoceria @nubank,janainaadoceria nubank,Neutral
"Se fosse um banco sério isso seria resolvido com uma ligação, no máximo em 24 horas! Amadores! @nubank me responda!!!",fosse banco sério isso seria resolvido com uma ligação máximo horas amadores nubank responda,Neutral
Nossa!,nossa,Neutral
"@nubank gente confesso que já tô com medo desse  banco, tanta  negativa afff estou aprienciva",nubank gente confesso que com medo desse banco tanta negativa afff estou aprienciva,Neutral
@nubank mais pq bloqueiam a conta do nada?  Tô até com medo dos comentários vou ter q tirar meu dinheiro de lá,nubank mais bloqueiam conta nada até com medo dos comentários vou ter tirar meu dinheiro,Neutral
"@henrypro77 sim,isso provavelmente irá ocorrer!
Porém o que preciso de imediato é a devolução dos valores em questão,pq de fato o valor todo da conta já estava comprometido com parcela do carro,alimentação,medicamentos do nosso filho que possui anomalia,entre vários outros gastos!
Temos urgência em resolver ,até pq não fora feita nenhuma movimentação fora do normal,não fomos notificados de nenhuma possível irregularidade e por aí vai …simplesmente bloquearam os serviços e eu e ele que resolvamos de outro jeito nossa situação!",henrypro77 simisso provavelmente irá ocorrer porém que preciso imediato devolução dos valores questãopq fato valor todo conta estava comprometido com parcela carroalimentaçãomedicamentos nosso filho que possui anomaliaentre vários outros gastos temos urgência resolver até não fora feita nenhuma movimentação fora normalnão fomos notificados nenhuma possível irregularidade por vai simplesmente bloquearam serviços ele que resolvamos outro jeito nossa situação,Neutral
"Tire cris ,pq nós foi literalmente do nada …não há nenhuma msg que anteceda o ocorrido questionando qualquer tipo de atitude!",tire cris pq nós foi literalmente nada não nenhuma msg que anteceda ocorrido questionando qualquer tipo atitude,Neutral
"@_thatinhaaa manda um e-mail para eles exigindo a transferência para outra conta do mesmo CPF,manda assim, Nome completo,banco,agencia, conta,CPF", thatinhaaa manda email para eles exigindo transferência para outra conta mesmo cpfmanda assim nome completobancoagencia contacpf,Neutral
@tls.limasnt é 2😂,tlslimasnt,Neutral
"Fechar minha conta, campos neto tá aérea",fechar minha conta campos neto aérea,Neutral
😍😍😍😍😍😍,nan,Neutral
@alineleal03,alineleal03,Neutral
"Mais de 10 dias e sem resposta por e-mail e nem as atendente não conseguem explicar, simplesmente bloquearam minha conta. Sem aviso prévio, com um valor contestado, enviei provas e explicações e meu caso nem analisado foi, ninguém real o suficiente entrou em contato!! só pelos comentários vejo que não só a minha conta, isso é um descaso. Falaram que iriam entrar em contato por e-mail, até agora nada! Só recebo e-mail automático falando ""sua conta foi bloqueada e essa ação é irreversível ""..",mais dias sem resposta por email nem atendente não conseguem explicar simplesmente bloquearam minha conta sem aviso prévio com valor contestado enviei provas explicações meu caso nem analisado foi ninguém real suficiente entrou contato pelos comentários vejo que não minha conta isso descaso falaram que iriam entrar contato por email até agora nada recebo email automático falando sua conta foi bloqueada essa ação irreversível ,Neutral
"Também estou com problemas na nubank, meu dinheiro foi depositado, bloquearam a minha conta, quando liguei pra entender o motivo pediram pra eu entrar em contato com o chat e lá simplismente cancelaram a minha conta isso dia 22/04 até hoje não devolveram o meu dinheiro. E eu não posso mexer na conta...ligo dizem qua vão devolver q eu tenho que aguardar pra receber o meu própio dinheiro de volta.simplismente absurdo.",também estou com problemas nubank meu dinheiro foi depositado bloquearam minha conta quando liguei pra entender motivo pediram pra entrar contato com chat simplismente cancelaram minha conta isso dia 2204 até hoje não devolveram meu dinheiro não posso mexer contaligo dizem qua vão devolver tenho que aguardar pra receber meu própio dinheiro voltasimplismente absurdo,Neutral
Eu poderia fazer pix se vocês não tivessem bloqueado o meu salário na conta sem motivo algum.,poderia fazer pix vocês não tivessem bloqueado meu salário conta sem motivo algum,Neutral
"@nubank mas eu já respondi a dias, não recebi nada, só mensagem automática mesmo....",nubank mas respondi dias não recebi nada mensagem automática mesmo,Neutral
